TERM DESCRIPTION,TERM,SESSION,SESSION DESCRIPTION,DEPARTMENT,SUBJECT,COURSE,Course+Subject,CLASS/SECTION NBR,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,PERCENT MAJORS,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WX,I,R,P,S,NY,NR,NC,OTHER,EFFECTIVE DATE
Fall 2012,4128,1,Regular Academic Session,AADM,AADM-Y,750,AADM-Y750,15749,INTERNSHIP IN ARTS ADMIN,"Rushton,Michael",4,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AADM,AADM-Y,750,AADM-Y750,14845,INTERNSHIP IN ARTS ADMIN,"Rushton,Michael",5,7,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AAST,AAST-A,101,AAST-A101,27106,INTR TO ASIAN AMERICAN STUDIES,"Lee,Jennifer Catherine",27,36,3.022,2.709,0,0,6,7,1,4,3,2,1,1,0,0,0,2,3,6,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AAST,AAST-A,101,AAST-A101,29232,INTR TO ASIAN AMERICAN STUDIES,"Nguyen,Jason Robert",24,36,3.371,2.803,0,0,10,4,1,2,4,0,3,0,0,0,0,0,4,6,1,0,1,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AAST,AAST-A,200,AAST-A200,30139,ASIAN AMERICAN LITERATURE,"Inouye,Karen M",5,7,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AAST,AAST-A,200,AAST-A200,27665,ASIAN AMERICAN LITERATURE,"Inouye,Karen M",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AAST,AAST-A,200,AAST-A200,31762,ASIAN AMERICAN LITERATURE,"Inouye,Karen M",2,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AAST,AAST-A,200,AAST-A200,30138,ASIAN AMERICAN LITERATURE,"Schreiber,Holly E",3,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AAST,AAST-A,320,AAST-A320,32480,ADV TOPICS IN ASIAN AMER LIT,"Cruz,Denise",6,9,3.517,3.177,0,0,1,3,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AAST,AAST-A,320,AAST-A320,29635,ADV TOPICS IN ASIAN AMER LIT,"Halloran,Vivian",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,ABEH,ABEH-A,495,ABEH-A495,20600,ANIMAL BEHAVIOR INTERNSHIP,"Demas,Gregory",0,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,ABEH,ABEH-A,501,ABEH-A501,21252,SEM INTEG STDY OF ANM BEH,"Hunt,Kevin D.",11,11,4,3.884,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,ABEH,ABEH-A,501,ABEH-A501,14846,SEM INTEG STDY OF ANM BEH,"Hurley,Laura M.",7,7,3.957,3.891,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,8W2,Eight Week - Second,AERO,AERO-A,100,AERO-A100,28985,INTRO TO AEROSPACE STUDIES,"Ferguson,James S.",50,71,3.114,2.45,0,19,3,5,5,3,2,4,2,0,1,1,4,1,4,17,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AERO,AERO-A,101,AERO-A101,15750,INTRO TO THE AIR FORCE TODAY,"Chentnik,Jerry",23,34,3.457,2.818,0,3,5,5,2,4,3,1,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,8W2,Eight Week - Second,AERO,AERO-A,101,AERO-A101,15751,INTRO TO THE AIR FORCE TODAY,"Chentnik,Jerry",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AERO,AERO-A,102,AERO-A102,14847,THE AIR FORCE TODAY II,"Ferguson,James S.",10,12,3.64,2.929,0,3,2,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AERO,AERO-A,102,AERO-A102,14848,THE AIR FORCE TODAY II,"Ferguson,James S.",7,7,3.714,3.056,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AERO,AERO-A,201,AERO-A201,15754,EVOLUTION USAF AIR & SPACE PWR,"Turner,Jason M.",14,19,3.714,3.062,0,7,3,1,2,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,8W2,Eight Week - Second,AERO,AERO-A,201,AERO-A201,15755,EVOLUTION USAF AIR & SPACE PWR,"Turner,Jason M.",0,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AERO,AERO-A,202,AERO-A202,14851,THE DEV OF AIR POWER II,"Turner,Jason M.",14,14,3.864,3.204,0,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AERO,AERO-A,202,AERO-A202,14852,THE DEV OF AIR POWER II,"Turner,Jason M.",2,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AERO,AERO-A,301,AERO-A301,15758,AIR FORCE LEADERSHIP STUDIES,"Chentnik,Jerry",13,13,3.777,3.313,0,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AERO,AERO-A,302,AERO-A302,14855,AIR FORCE MGMT & LEADERSHIP II,"Chentnik,Jerry",13,13,4,3.337,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AERO,AERO-A,401,AERO-A401,15761,NATL SEC AFFRS/PREP ACTV DUTY,"Turner,Jason M.",12,12,3.808,3.31,0,7,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AERO,AERO-A,402,AERO-A402,14859,NTL SEC FRC IN CONT AM SOC II,"Turner,Jason M.",14,14,3.814,3.25,0,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-A,500,AFRI-A500,25715,ADV TOPICS IN AFRICAN STUDIES,"Obeng,Samuel Gyasi",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-A,500,AFRI-A500,26131,ADV TOPICS IN AFRICAN STUDIES,"Obeng,Samuel Gyasi",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-A,500,AFRI-A500,32609,ADV TOPICS IN AFRICAN STUDIES,"Vinson,Stephen",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-A,650,AFRI-A650,22117,INTERDISCIPLINARY RESRCH MTHDS,"Grosz-Ngate',Maria",6,6,3.833,3.724,66.7,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-A,651,AFRI-A651,22765,IND RESEARCH/DIRECTED READINGS,"Grosz-Ngate',Maria",1,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-A,651,AFRI-A651,21929,IND RESEARCH/DIRECTED READINGS,"Grosz-Ngate',Maria",1,7,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-A,731,AFRI-A731,22118,SEMINAR ON CONTEMPORARY AFRICA,"Buggenhagen,Beth Anne",8,8,3.913,3.92,50,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-A,731,AFRI-A731,22766,SEMINAR ON CONTEMPORARY AFRICA,"Moorman,Marissa J",14,17,3.914,3.632,46.7,0,10,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-A,732,AFRI-A732,23243,BIBLIOG OF SUB-SAHARAN AFRICA,"Frank Wilson,Marion",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-L,100,AFRI-L100,28351,TOPICS IN AFRI SOCIETY&CULTURE,"Diouf,Fabienne Ngone",34,42,3.421,2.734,0,1,1,12,14,5,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,8W2,Eight Week - Second,AFRI,AFRI-L,100,AFRI-L100,36207,TOPICS IN AFRI SOCIETY&CULTURE,"Diouf,Fabienne Ngone",23,27,3.43,2.739,0,0,6,6,9,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-L,100,AFRI-L100,25714,TOPICS IN AFRI SOCIETY&CULTURE,"Dlamini,Betty Sibongile",79,95,3.934,2.964,0,47,25,4,1,0,1,0,1,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-L,100,AFRI-L100,25526,TOPICS IN AFRI SOCIETY&CULTURE,"Dlamini,Betty Sibongile",51,59,4,3.129,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,8W2,Eight Week - Second,AFRI,AFRI-L,100,AFRI-L100,28828,TOPICS IN AFRI SOCIETY&CULTURE,"Essien,Hannah",34,54,3.403,2.82,0,2,11,8,4,5,0,2,0,0,1,0,0,1,0,19,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,8W2,Eight Week - Second,AFRI,AFRI-L,100,AFRI-L100,34492,TOPICS IN AFRI SOCIETY&CULTURE,"Essien,Hannah",21,37,3.757,2.82,0,1,13,1,4,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-L,100,AFRI-L100,25744,TOPICS IN AFRI SOCIETY&CULTURE,"Lekoba,Sindisiwe Sindy Lorraine",17,25,4,2.776,0,4,13,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-L,100,AFRI-L100,29014,TOPICS IN AFRI SOCIETY&CULTURE,"Sow,Amadou Beidy",34,41,3.832,2.987,0,0,19,12,3,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,8W2,Eight Week - Second,AFRI,AFRI-L,100,AFRI-L100,34491,TOPICS IN AFRI SOCIETY&CULTURE,"Sow,Amadou Beidy",29,32,3.917,2.795,0,1,25,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6/8/2012
Fall 2012,4128,8W2,Eight Week - Second,AFRI,AFRI-L,202,AFRI-L202,34274,OCCULTISM IN AFRICA,"Adu-Amankwah,David",70,81,3.143,2.672,0,0,18,12,10,12,4,2,4,6,0,1,0,1,0,10,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-L,202,AFRI-L202,27424,OCCULTISM IN AFRICA,"Adu-Amankwah,David",43,60,3.321,2.852,0,0,14,7,5,11,2,0,3,0,0,0,0,1,3,13,1,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,8W2,Eight Week - Second,AFRI,AFRI-L,210,AFRI-L210,36337,POPULAR AKAN ORAL ART FORMS,"Adu-Amankwah,David",42,51,2.56,2.631,0,0,12,6,4,3,2,0,4,1,0,0,0,10,3,5,1,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-L,231,AFRI-L231,26129,AFRICAN CIVILIZATION,"Hanson,John Henry",35,45,3.32,3.213,0,0,8,8,4,9,3,2,0,1,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-L,232,AFRI-L232,23977,CONTEMPORARY AFRICA,"Wiley,Katherine Ann",35,39,3.371,3.116,0,6,13,4,4,1,0,2,1,2,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-L,250,AFRI-L250,32608,AFRICAN EXPRESSIVE ROUTINES,"Adu-Amankwah,David",14,18,3.179,2.845,0,0,4,1,5,2,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,8W2,Eight Week - Second,AFRI,AFRI-L,400,AFRI-L400,34282,TOPICS IN AFRICAN STUDIES,"Dlamini,Betty Sibongile",80,87,3.949,2.938,0,35,34,9,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,8W2,Eight Week - Second,AFRI,AFRI-L,400,AFRI-L400,34817,TOPICS IN AFRICAN STUDIES,"Dlamini,Betty Sibongile",52,64,3.948,2.811,0,28,15,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AFRI,AFRI-L,400,AFRI-L400,29654,TOPICS IN AFRICAN STUDIES,"Grosz-Ngate',Maria",4,9,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AFRI,AFRI-L,401,AFRI-L401,27166,READINGS&RSRCH:AFRICAN STUDIES,"Grosz-Ngate',Maria",2,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,168,AMID-D168,15765,INTERIOR DESIGN STUDIO 1,"Newman,Marleen",38,52,3.303,2.997,4.9,2,4,13,6,6,1,3,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,168,AMID-D168,14862,INTERIOR DESIGN STUDIO 1,"Young,Barbara Lynne",25,30,3.284,2.853,11.1,0,6,7,4,3,2,2,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,191,AMID-D191,24670,DESIGN STUDIES:FORM & FUNCTION,"Mitchell,C. Thomas",23,39,3.304,3.068,11.5,2,6,3,4,4,2,1,0,0,0,0,0,1,3,13,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,191,AMID-D191,24688,DESIGN STUDIES:FORM & FUNCTION,"Smith,Kennon Michelle",32,48,2.844,2.763,17.6,4,7,2,2,1,3,3,6,1,1,0,0,2,2,14,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,192,AMID-D192,26374,SUSTAINABLE DESIGN,"Smith,Kennon Michelle",14,23,3.021,2.819,33.3,0,5,2,2,1,0,2,0,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,263,AMID-D263,22257,DESIGN METHODS,"Mitchell,C. Thomas",15,17,3.587,3.203,100,0,3,7,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,263,AMID-D263,29124,DESIGN METHODS,"Mitchell,C. Thomas",12,14,3.1,2.947,83.3,0,0,3,0,6,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,264,AMID-D264,32381,DIGITAL ARCHITECTURAL DRAWING,"Ressler,Kara Marie",18,20,3.106,3.155,83.3,2,3,5,1,3,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,264,AMID-D264,23988,DIGITAL ARCHITECTURAL DRAWING,"Young,Barbara Lynne",15,18,2.907,2.748,64.7,1,1,3,3,1,1,3,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,268,AMID-D268,23040,ARCH THEORIES AND CONCEPTS,"Mitchell,C. Thomas",22,24,2.782,3.036,78.3,0,3,1,2,6,7,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,268,AMID-D268,30141,ARCH THEORIES AND CONCEPTS,"Mitchell,C. Thomas",11,19,3.164,2.908,66.7,1,1,3,1,1,2,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,271,AMID-D271,15769,INTERIOR DESIGN STUDIO 2,"Newman,Marleen",31,37,3.519,2.96,78.8,1,6,11,8,3,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,272,AMID-D272,14869,INTERIOR DESIGN STUDIO 3,"Newman,Marleen",27,27,3.393,3.089,92.6,0,6,5,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,277,AMID-D277,23249,MTLS & COMPONENTS OF INT DES,"Loalbo,Michael John",27,27,3.059,3.089,92.6,0,1,8,2,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,290,AMID-D290,27426,SPEC TOPICS IN INTERIOR DESIGN,"Racek,Jonathan",17,21,3.606,3.176,89.5,4,9,1,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,290,AMID-D290,26796,SPEC TOPICS IN INTERIOR DESIGN,"Wu,Jiangmei",22,22,3.7,3.154,77.3,2,8,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,8W2,Eight Week - Second,AMID,AMID-D,335,AMID-D335,15774,LIGHTING INTERIOR SPACES 1,"Shakespeare,Marie D",25,26,3.312,3.174,92.3,0,7,3,4,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,8W1,Eight Week - First,AMID,AMID-D,336,AMID-D336,23651,LIGHTING INTERIOR SPACE 2,"Shakespeare,Marie D",25,25,3.508,3.287,96,0,8,9,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,365,AMID-D365,24202,"ARCH, INT & FURN DSGN STUDIES","Smith,Kennon Michelle",26,26,3.692,3.174,92.3,0,16,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,373,AMID-D373,15775,INTERIOR DESIGN STUDIO 4,"Smith,Kennon Michelle",26,26,3.523,3.174,92.3,0,5,11,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,374,AMID-D374,14872,INTERIOR DESIGN STUDIO 5,"Young,Barbara Lynne",25,25,3.176,3.287,96,0,1,8,7,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,394,AMID-D394,15776,ADV DIGITAL ARCHITECTRL DRAWNG,"Racek,Jonathan",26,26,3.535,3.174,92.3,0,9,7,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,469,AMID-D469,15779,PROF PRACTICES-INTERIOR DESIGN,"Young,Barbara Lynne",22,22,3.414,3.288,100,0,6,6,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-D,475,AMID-D475,15780,INTERIOR DESIGN STUDIO 6,"Young,Barbara Lynne",22,22,3.477,3.288,100,0,3,9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-D,476,AMID-D476,14876,INTERIOR DESIGN STUDIO 7,"Loalbo,Michael John",21,21,3.452,3.273,100,0,6,3,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,NON,Non Standard Session,AMID,AMID-D,476,AMID-D476,29125,INTERIOR DESIGN STUDIO 7,"Newman,Marleen",9,9,4,3.382,88.9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,27308,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",17,17,3.382,2.677,76.5,3,6,0,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,27309,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",12,15,3.692,2.848,69.2,7,3,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,33141,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",17,17,3.812,2.89,88.2,7,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,33142,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",14,17,2.964,2.511,57.1,0,5,2,0,1,3,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,29105,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",25,27,2.876,2.958,72,3,0,2,2,8,3,5,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,29106,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",24,26,3.183,3.04,20.8,2,4,3,2,7,3,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,29107,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",23,28,3.378,3.131,43.5,3,6,2,2,6,2,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,29108,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",25,27,3.22,3.037,24,4,5,3,1,6,3,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,AMID,AMID-F,202,AMID-F202,29109,INTRO TEXTILE SCIENCE: LAB,"Matranga,Mary Jane",12,15,3.225,3.019,41.7,1,1,1,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6/8/2012
